SETTLEMENTDATE,REGIONID,RRP,TOTALDEMAND,NETINTERCHANGE,SCHEDULEDGENERATION,SEMISCHEDULEDGENERATION
2026-08-25T05:20:00,TAS1,87.56059,1048.94,233.36,1278.90099,3.39901
2026-08-25T05:20:00,VIC1,93.61,5547.28,-687.58,4682.99832,161.68168
2026-08-25T05:25:00,NSW1,90.51,7455.55,-483.64,5433.19794,1510.11206
2026-08-25T05:25:00,QLD1,78.27084,5997.77,918.52,5233.06132,1650.70868
2026-08-25T05:25:00,SA1,-6.51,1627.13,107.85,43.0046,1690.9954
2026-08-25T05:25:00,TAS1,121.874,1055.16,323.62,1374.80062,3.97938
2026-08-25T05:25:00,VIC1,132.76,5716.44,-782.13,4743.29447,168.89553
2026-08-25T05:30:00,NSW1,87.84371,7376.22,-393.09,5456.24212,1504.56788
2026-08-25T05:30:00,QLD1,77.49,6060.27,811.01,5229.48458,1617.20542
2026-08-25T05:30:00,SA1,-6.51,1657.69,130.57,42.99689,1743.95311
2026-08-25T05:30:00,TAS1,87.82211,1063.91,219.75,1278.90047,4.75953
2026-08-25T05:30:00,VIC1,93.61,5571.84,-704.94,4688.00341,163.82659
2026-08-25T05:35:00,NSW1,73.15,7365.4,-285.56,5536.1513,1520.7087
2026-08-25T05:35:00,QLD1,64.50709,6036.27,787.46,5163.99656,1636.56344
2026-08-25T05:35:00,SA1,-7.15,1673.39,45.99,42.99562,1676.14438
2026-08-25T05:35:00,TAS1,87.28887,1068.55,244.22,1310.70074,2.06926
2026-08-25T05:35:00,VIC1,93.61,5497.75,-727.08,4598.00312,154.02688
2026-08-25T05:40:00,NSW1,73.15,7295.31,-186.69,5551.72969,1540.78031
2026-08-25T05:40:00,QLD1,66.2519,6131.13,655.24,5131.08475,1640.28525
2026-08-25T05:40:00,SA1,-19.55,1666.95,48.67,58.99938,1656.36062
2026-08-25T05:40:00,TAS1,87.27738,1065.3,246.63,1311.00423,0.93577
2026-08-25T05:40:00,VIC1,93.61,5507.97,-714.24,4613.00482,162.48518
2026-08-25T05:45:00,NSW1,84.79,7377.95,-248.2,5584.06989,1530.25011
2026-08-25T05:45:00,QLD1,76.82659,6183.05,667.02,5194.8826,1639.7074
2026-08-25T05:45:00,SA1,-1,1694.27,103.13,42.9983,1753.4717
2026-08-25T05:45:00,TAS1,86.72347,1068.03,272.33,1339.80329,0.55671
2026-08-25T05:45:00,VIC1,93.61,5636.78,-743.52,4713.0046,161.3454
2026-08-25T05:50:00,NSW1,80.92048,7408.2,-264.59,5588.17019,1537.36981
2026-08-25T05:50:00,QLD1,72.5,6180.93,711.89,5214.73364,1660.13636
2026-08-25T05:50:00,SA1,-6.25,1730.56,34.27,43.00073,1721.65927
2026-08-25T05:50:00,TAS1,88.24,1070.38,288.08,1355.177,3.273
2026-08-25T05:50:00,VIC1,95.55261,5610.7,-713.01,4713.00072,164.24928
2026-08-25T05:55:00,NSW1,87.73218,7493.41,-278.58,5679.36509,1516.62491
2026-08-25T05:55:00,QLD1,78.52,6219.14,729.55,5285.45988,1644.39012
2026-08-25T05:55:00,SA1,-6.25,1669.61,134.94,69.99656,1733.07344
2026-08-25T05:55:00,TAS1,86.98002,1079.62,265.72,1339.89868,5.43132
2026-08-25T05:55:00,VIC1,93.61,5687.02,-792.31,4707.99626,166.54374
2026-08-25T06:00:00,NSW1,84.79005,7494.24,-190.05,5748.79361,1540.70639
2026-08-25T06:00:00,QLD1,76.95915,6311.98,637.32,5262.0038,1673.9262
2026-08-25T06:00:00,SA1,-6.25,1690.01,83.62,42.99844,1729.94156
2026-08-25T06:00:00,TAS1,124.31384,1095.58,322.91,1409.00447,9.49553
2026-08-25T06:00:00,VIC1,135.48,5736.95,-800.82,4747.49918,164.40082
2026-08-25T06:05:00,NSW1,87.06007,7625.68,-254.47,5805.71684,1548.20316
2026-08-25T06:05:00,QLD1,78.52,6318.54,701.54,5330.08022,1673.21978
2026-08-25T06:05:00,SA1,-6.25,1684.84,94.57,43.0025,1735.5675
2026-08-25T06:05:00,TAS1,85.8096,1096.75,255.8,1344.86198,7.68802
2026-08-25T06:05:00,VIC1,92.36561,5694.81,-743.4,4756.00048,176.27952
2026-08-25T06:10:00,NSW1,92.66766,7716.72,-329.52,5805.69366,1566.72634
2026-08-25T06:10:00,QLD1,83.73,6464.81,693.19,5530.63231,1611.67769
2026-08-25T06:10:00,SA1,-25.52451,1659.61,137.38,43.00229,1752.34771
2026-08-25T06:10:00,TAS1,88.24,1115.89,390,1502.1569,3.7331
2026-08-25T06:10:00,VIC1,97.49407,5784.64,-830.7,4757.99853,167.71147
2026-08-25T06:15:00,NSW1,93.17421,7884.18,-458.95,5794.67817,1608.31183
2026-08-25T06:15:00,QLD1,82.07812,6487.77,845.52,5708.4251,1599.9849
2026-08-25T06:15:00,SA1,-4.21,1706.5,176.71,57.99501,1822.60499
2026-08-25T06:15:00,TAS1,88.24,1132.34,412.05,1540.06057,4.32943
2026-08-25T06:15:00,VIC1,98.04666,5912.35,-894,4811.9951,174.7249
2026-08-25T06:20:00,NSW1,97.63,7921.89,-410.31,5891.30924,1608.66076
2026-08-25T06:20:00,QLD1,88.84853,6537.91,658.61,5587.30601,1595.62399
2026-08-25T06:20:00,SA1,9.66799,1661.48,177.57,43.00369,1793.46631
2026-08-25T06:20:00,TAS1,90.2351,1150.33,413.93,1559.9375,4.3325
2026-08-25T06:20:00,VIC1,100.25982,5890.57,-783.09,4886.00162,192.54838
2026-08-25T06:25:00,NSW1,99.01,7976.91,-394.44,5939.94573,1623.44427
2026-08-25T06:25:00,QLD1,88.46835,6615.11,784.06,5778.11119,1600.73881
2026-08-25T06:25:00,SA1,-1,1677.41,144.79,43.00302,1777.29698
2026-08-25T06:25:00,TAS1,93.91924,1160.68,406.4,1564.80637,2.27363
2026-08-25T06:25:00,VIC1,104.3769,6038,-868.32,4942.00038,196.48962
2026-08-25T06:30:00,NSW1,95.2,7950.42,-394.16,5917.56912,1619.29088
2026-08-25T06:30:00,QLD1,84.52776,6608.46,788.68,5754.92922,1621.62078
2026-08-25T06:30:00,SA1,-1,1684.68,141.58,42.99949,1781.38051
2026-08-25T06:30:00,TAS1,90.60428,1174.84,393.65,1564.89579,3.58421
2026-08-25T06:30:00,VIC1,100.37828,6113.59,-857.75,5025.00403,200.71597
2026-08-25T06:35:00,NSW1,95.2,8076.26,-609.85,5833.37125,1616.88875
2026-08-25T06:35:00,QLD1,84.73002,6678.57,783.95,5782.42606,1660.14394
2026-08-25T06:35:00,SA1,-7.15,1708.85,66.15,43.00386,1731.39614
2026-08-25T06:35:00,TAS1,88.24,1182.73,335.23,1515.26,2.7
2026-08-25T06:35:00,VIC1,96.54288,6213.29,-519.84,5467.00256,207.51744
2026-08-25T06:40:00,NSW1,88.89762,8163.69,-648.3,5846.38567,1650.82433
2026-08-25T06:40:00,QLD1,78.54,6719.53,826.93,5768.00267,1755.99733
2026-08-25T06:40:00,SA1,8.07094,1681.93,185.74,42.99695,1821.76305
2026-08-25T06:40:00,TAS1,83.2257,1183.55,307.74,1491.1773,0.1127
2026-08-25T06:40:00,VIC1,90.5,6306.25,-609.55,5459.08162,218.59838
2026-08-25T06:45:00,NSW1,95.56453,8268.76,-621.49,5945.4261,1683.9039
2026-08-25T06:45:00,QLD1,84.5,6735.67,819.88,5761.46575,1772.20425
2026-08-25T06:45:00,SA1,9.35836,1728.92,125.8,43.9953,1809.1647
2026-08-25T06:45:00,TAS1,88.24,1198.69,394.91,1588.637,4.973
2026-08-25T06:45:00,VIC1,97.80036,6368.34,-651.88,5466.99959,223.61041
2026-08-25T06:50:00,NSW1,95.2,8337.28,-714.27,5885.41816,1714.17184
2026-08-25T06:50:00,QLD1,83.01236,6680.49,918.15,5705.13238,1864.65762
2026-08-25T06:50:00,SA1,9.14274,1744.47,210.06,43.105,1907.835
2026-08-25T06:50:00,TAS1,88.24,1211.02,390,1589.823,11.197
2026-08-25T06:50:00,VIC1,97.5287,6453.24,-720.72,5472.00204,233.15796
2026-08-25T06:55:00,NSW1,93.20226,8429.64,-769.22,5881.95981,1743.29019
2026-08-25T06:55:00,QLD1,78.73,6701.97,1089.08,5826.61254,1922.16746
2026-08-25T06:55:00,SA1,7.1,1671.19,184.18,77.99575,1774.52425
2026-08-25T06:55:00,TAS1,88.24,1226.4,360,1570.23459,16.16541
2026-08-25T06:55:00,VIC1,97.14183,6499.52,-758.05,5472.00455,243.75545
2026-08-25T07:00:00,NSW1,91.19527,8325.48,-679.57,5886.83919,1729.76081
2026-08-25T07:00:00,QLD1,78.54,6701.54,995.67,5630.67863,2032.06137
2026-08-25T07:00:00,SA1,-0.779,1634.03,178.73,42.9957,1767.1543
2026-08-25T07:00:00,TAS1,88.24,1238.04,362.43,1584.56423,15.91577
2026-08-25T07:00:00,VIC1,97.19532,6516.2,-764.7,5472.00493,253.32507
2026-08-25T07:05:00,NSW1,73.54068,8402.85,-801.36,5754.88978,1820.78022
2026-08-25T07:05:00,QLD1,63.73,6702.37,962.86,5487.45225,2145.75775
2026-08-25T07:05:00,SA1,-0.64384,1638.18,165.64,43.00055,1758.54945
2026-08-25T07:05:00,TAS1,88.24,1249.28,393.79,1627.85201,15.20799
2026-08-25T07:05:00,VIC1,97.82492,6583.51,-634.64,5650.99927,271.70073
2026-08-25T07:10:00,NSW1,79.03278,8413.91,-792.32,5707.27986,1888.38014
2026-08-25T07:10:00,QLD1,68.50138,6724.22,964.94,5428.85168,2228.13832
2026-08-25T07:10:00,SA1,9.51279,1709.53,202.15,43.48837,1865.05163
2026-08-25T07:10:00,TAS1,88.24,1253.93,459,1695.45737,17.47263
2026-08-25T07:10:00,VIC1,99.48,6642.89,-738.53,5588.89853,281.45147
2026-08-25T07:15:00,NSW1,73.63337,8421.97,-847.76,5609.00202,1938.94798
2026-08-25T07:15:00,QLD1,63.73,6606.64,965.73,5170.76038,2368.78962
2026-08-25T07:15:00,SA1,-0.44044,1658.14,194.74,121.99897,1727.85103
2026-08-25T07:15:00,TAS1,89.14213,1269.52,428.26,1678.83457,18.93543
2026-08-25T07:15:00,VIC1,99.48,6722.88,-648.73,5747.71445,296.30555
2026-08-25T07:20:00,NSW1,71.5637,8443.37,-826.73,5607.28088,1988.36912
2026-08-25T07:20:00,QLD1,62.72997,6679,877.03,5057.56302,2472.02698
2026-08-25T07:20:00,SA1,0.92675,1679.02,179.43,113.00423,1742.83577
2026-08-25T07:20:00,TAS1,96.47352,1276.13,425.51,1678.79618,22.84382
2026-08-25T07:20:00,VIC1,107.68,6831.71,-575.94,5905.76847,320.73153
2026-08-25T07:25:00,NSW1,64.95005,8516.24,-886.93,5527.92466,2071.67534
2026-08-25T07:25:00,QLD1,55.53,6562.2,1013.11,4970.45421,2567.74579
2026-08-25T07:25:00,SA1,11.24213,1697.03,194.81,113.00377,1775.91623
2026-08-25T07:25:00,TAS1,98.96972,1289.41,407.18,1678.90117,17.68883
2026-08-25T07:25:00,VIC1,110.12,6894.72,-630.33,5903.13515,333.15485
2026-08-25T07:30:00,NSW1,42.08,8553.25,-970.13,5409.8939,2139.6461
2026-08-25T07:30:00,QLD1,31.69,6431.46,1065.6,4782.72319,2672.09681
2026-08-25T07:30:00,SA1,9.51771,1706.43,204.85,113.00478,1795.11522
2026-08-25T07:30:00,TAS1,89.69069,1295.76,397.72,1678.89642,14.58358
2026-08-25T07:30:00,VIC1,99.48,6917.93,-591.93,5934.65365,364.22635
2026-08-25T07:35:00,NSW1,73.15,8542.01,-893.01,5480.19595,2137.48405
2026-08-25T07:35:00,QLD1,62.30835,6509.07,1024.93,4791.63911,2703.27089
2026-08-25T07:35:00,SA1,9.52841,1734.18,206.83,114.00205,1823.91795
2026-08-25T07:35:00,TAS1,88.82193,1289.38,441.82,1717.99801,13.20199
2026-08-25T07:35:00,VIC1,99.48,6964.22,-675.08,5896.99638,360.15362
2026-08-25T07:40:00,NSW1,73.15,8653.4,-1014.54,5457.66079,2138.10921
2026-08-25T07:40:00,QLD1,60.67539,6299.06,1183.89,4726.98944,2702.22056
2026-08-25T07:40:00,SA1,-0.35332,1749.01,162.57,113.0003,1796.5797
2026-08-25T07:40:00,TAS1,89.10333,1296.18,433.37,1720.99934,8.55066
2026-08-25T07:40:00,VIC1,99.48,7003.84,-636.19,5968.46377,368.92623
2026-08-25T07:45:00,NSW1,73.15,8676.52,-1066.84,5446.44101,2113.89899
2026-08-25T07:45:00,QLD1,54.75,6245.02,1258.99,4634.88096,2807.57904
2026-08-25T07:45:00,SA1,9.55477,1796.3,194.84,154.99629,1833.63371
2026-08-25T07:45:00,TAS1,89.10782,1299.51,424.97,1720.89702,3.57298
2026-08-25T07:45:00,VIC1,99.48,6982.91,-668.53,5898.02501,386.32499
2026-08-25T07:50:00,NSW1,73.15,8706.85,-1067.67,5429.44434,2158.06566
2026-08-25T07:50:00,QLD1,54.73,6134.21,1279.7,4488.60452,2861.00548
2026-08-25T07:50:00,SA1,59.55,1788.51,354.19,264.77348,1870.28652
2026-08-25T07:50:00,TAS1,88.24,1305.6,373.35,1676.28125,2.66875
2026-08-25T07:50:00,VIC1,97.26939,7034.02,-785.78,5785.00267,433.06733
2026-08-25T07:55:00,NSW1,64.93975,8482.43,-853.26,5303.9737,2287.9863
2026-08-25T07:55:00,QLD1,54.75,6250.04,1077.15,4352.47996,2929.19004
2026-08-25T07:55:00,SA1,86.04146,1866.34,389.13,294.00391,1952.30609
2026-08-25T07:55:00,TAS1,88.24,1295.35,212.9,1506.4608,1.7892
2026-08-25T07:55:00,VIC1,94.27071,6974.51,-714.25,5785.00482,455.47518
2026-08-25T08:00:00,NSW1,57.4,8499.27,-807.08,5197.75889,2465.24111
2026-08-25T08:00:00,QLD1,49.41965,6190.31,973.72,4193.69409,2934.44591
2026-08-25T08:00:00,SA1,59.55,1769.35,399.19,405.62375,1753.18625
2026-08-25T08:00:00,TAS1,83.31725,1285.26,211.01,1496.26,0
2026-08-25T08:00:00,VIC1,89.01,6961.48,-682.62,5816.9166,442.5334
2026-08-25T08:05:00,NSW1,72,8529.1,-811.48,5249.56509,2434.80491
2026-08-25T08:05:00,QLD1,55.53,6181.43,1028.58,4155.96153,3013.58847
2026-08-25T08:05:00,SA1,87.83958,1783.35,409.62,406.45862,1776.34138
2026-08-25T08:05:00,TAS1,88.24,1285.97,341.28,1627.247,0.003
2026-08-25T08:05:00,VIC1,96.656,7022.15,-853.62,5673.00223,465.03777
2026-08-25T08:10:00,NSW1,73.15,8558.45,-727.09,5223.10958,2575.89042
2026-08-25T08:10:00,QLD1,31.69,6163.7,993.16,3957.09024,3161.51976
2026-08-25T08:10:00,SA1,86.98256,1761.22,442.51,404.3755,1787.1545
2026-08-25T08:10:00,TAS1,88.24,1280.9,338.22,1618.33837,0.78163
2026-08-25T08:10:00,VIC1,96.6673,7071.18,-930.61,5626.99692,480.19308
2026-08-25T08:15:00,NSW1,57.4,8458.66,-749.7,5034.46699,2638.08301
2026-08-25T08:15:00,QLD1,48.68286,6030.62,1047.56,3893.20996,3141.85004
2026-08-25T08:15:00,SA1,85.28865,1750.81,463.71,506.67675,1694.52325
2026-08-25T08:15:00,TAS1,88.24,1285.27,268.73,1550.57913,3.42087
2026-08-25T08:15:00,VIC1,95.15956,7038.02,-907.99,5585.99564,514.56436
2026-08-25T08:20:00,NSW1,69.98983,8441.14,-867.24,4989.17683,2540.55317
2026-08-25T08:20:00,QLD1,54.73008,5931.67,1155.5,3813.86386,3219.85614
2026-08-25T08:20:00,SA1,86.86692,1742.76,418.93,359.45832,1791.29168
2026-08-25T08:20:00,TAS1,88.24,1279.09,287.79,1562.51873,4.36127
2026-08-25T08:20:00,VIC1,95.74458,6978.52,-858.69,5562.0001,530.0899
2026-08-25T08:25:00,NSW1,69.99,8355.37,-884.76,4921.25741,2502.07259
2026-08-25T08:25:00,QLD1,39.99988,5872.91,1185.46,3731.98662,3269.40338
2026-08-25T08:25:00,SA1,83.33,1744.75,408.52,441.81943,1701.12057
2026-08-25T08:25:00,TAS1,85.65219,1268.97,226.4,1488.99624,6.36376
2026-08-25T08:25:00,VIC1,91.79077,6963.74,-798.01,5587.00256,555.70744
2026-08-25T08:30:00,NSW1,69.99,8352.98,-898.33,4914.40351,2493.23649
2026-08-25T08:30:00,QLD1,31.69,5909.74,1185.37,3633.81017,3404.35983
2026-08-25T08:30:00,SA1,83.32,1733.34,458.04,474.46629,1703.96371
2026-08-25T08:30:00,TAS1,86.98668,1267.74,221.43,1486.24889,2.92111
2026-08-25T08:30:00,VIC1,92.93616,6977.1,-824.81,5520.99704,606.48296
2026-08-25T08:35:00,NSW1,78.87041,8232.39,-680.67,4894.80625,2620.18375
2026-08-25T08:35:00,QLD1,28.81,5868.97,1018.08,3464.82406,3379.81594
2026-08-25T08:35:00,SA1,87.23616,1719.13,443.59,441.98217,1708.45783
2026-08-25T08:35:00,TAS1,88.24,1260.91,359.46,1617.23814,3.13186
2026-08-25T08:35:00,VIC1,96.96256,6985.02,-1011.84,5324.65489,611.32511
2026-08-25T08:40:00,NSW1,84.79,8391.03,-693.99,4977.73433,2685.50567
2026-08-25T08:40:00,QLD1,28.81,5840.15,981.65,3359.52055,3422.54945
2026-08-25T08:40:00,SA1,88.83377,1735.87,408.39,367.5519,1766.3181
2026-08-25T08:40:00,TAS1,88.24,1260.34,398.01,1653.87239,4.47761
2026-08-25T08:40:00,VIC1,97.89032,6965.72,-972.48,5378.99657,576.57343
2026-08-25T08:45:00,NSW1,65.04002,8278.88,-590.86,4906.56233,2743.91767
2026-08-25T08:45:00,QLD1,25.79,5802.34,993.11,3352.03408,3401.70592
2026-08-25T08:45:00,SA1,80.59032,1740.44,374.01,351.17729,1754.63271
2026-08-25T08:45:00,TAS1,81.88706,1251.61,241.79,1488.00261,5.39739
2026-08-25T08:45:00,VIC1,88.02,6880.21,-903.59,5232.9596,717.0904
2026-08-25T08:50:00,NSW1,83.85266,8329.54,-543.7,4905.20065,2849.59935
2026-08-25T08:50:00,QLD1,24.81,5858.82,896.65,3311.62759,3409.17241
2026-08-25T08:50:00,SA1,83.67,1714.56,398.78,341.29704,1762.08296
2026-08-25T08:50:00,TAS1,85.44492,1241.42,248.23,1488.27756,1.36244
2026-08-25T08:50:00,VIC1,91.84471,6874.17,-897.65,5227.34925,722.53075
2026-08-25T08:55:00,NSW1,57.4,8400.52,-644.01,4814.11428,2899.88572
2026-08-25T08:55:00,QLD1,25.79,5733.28,1055.11,3281.00884,3458.77116
2026-08-25T08:55:00,SA1,86.77767,1733.88,395.85,326.65253,1793.48747
2026-08-25T08:55:00,TAS1,88.24,1242.49,257.57,1498.06817,1.99183
2026-08-25T08:55:00,VIC1,95.13719,6844.28,-935.41,5175.9955,704.4645
2026-08-25T09:00:00,NSW1,64.95,8357.49,-659.85,4809.41651,2838.37349
2026-08-25T09:00:00,QLD1,25.79,5681.08,1119.4,3255.66748,3487.51252
2026-08-25T09:00:00,SA1,76.4298,1728.09,370.9,287.09144,1803.32856
2026-08-25T09:00:00,TAS1,77.6894,1239.73,252.19,1488.99749,2.92251
2026-08-25T09:00:00,VIC1,83.5,6828.5,-938.86,5104.43976,757.13024
2026-08-25T09:05:00,NSW1,68.02,8335.34,-640.05,4832.61536,2815.12464
2026-08-25T09:05:00,QLD1,31.69,5672.93,1097.65,3238.56028,3477.76972
2026-08-25T09:05:00,SA1,88.47722,1736.53,380.26,403.76685,1704.11315
2026-08-25T09:05:00,TAS1,88.24,1236.86,331.96,1566.26811,2.55189
2026-08-25T09:05:00,VIC1,96.63501,6821.3,-1024.26,5108.00376,654.18624
2026-08-25T09:10:00,NSW1,73.15,8404.12,-514.47,4810.26163,3039.06837
2026-08-25T09:10:00,QLD1,25.75,5894.33,960.4,3221.6273,3588.2527
2026-08-25T09:10:00,SA1,89.53389,1728.13,381.55,298.26734,1802.29266
2026-08-25T09:10:00,TAS1,88.24,1235.44,394.99,1627.26519,3.16481
2026-08-25T09:10:00,VIC1,97.87145,6841.21,-1087.35,5143.0016,570.0184
2026-08-25T09:15:00,NSW1,64.95,8342.36,-535.85,4732.85967,3037.02033
2026-08-25T09:15:00,QLD1,40.8,5761.85,960.79,3253.78011,3428.40989
2026-08-25T09:15:00,SA1,76.47992,1729.24,373.31,277.89236,1816.10764
2026-08-25T09:15:00,TAS1,77.46447,1238.11,260.28,1489.00102,9.38898
2026-08-25T09:15:00,VIC1,83.5,6700.55,-944.78,5136.78648,590.85352
2026-08-25T09:20:00,NSW1,52.3,8363.15,-441.37,4714.03748,3173.68252
2026-08-25T09:20:00,QLD1,31.46,5807.98,894.43,3204.04612,3461.91388
2026-08-25T09:20:00,SA1,90.33543,1797.04,268.43,228.60707,1832.28293
2026-08-25T09:20:00,TAS1,88.24,1224.56,319.4,1533.32203,10.63797
2026-08-25T09:20:00,VIC1,96.31306,6696.29,-935.4,5159.99705,570.49295
2026-08-25T09:25:00,NSW1,73.15,8313.89,-435.19,4784.40733,3060.10267
2026-08-25T09:25:00,QLD1,25.79,5816.3,900.94,3202.83222,3478.60778
2026-08-25T09:25:00,SA1,88.90837,1740.28,324.05,230.0029,1827.6571
2026-08-25T09:25:00,TAS1,88.24,1219.41,303.41,1511.22943,11.59057
2026-08-25T09:25:00,VIC1,96.00909,6677.29,-985.04,5125.00244,535.73756
2026-08-25T09:30:00,NSW1,83.99022,8274.99,-445.26,4820.55923,2977.36077
2026-08-25T09:30:00,QLD1,31.01,5923.34,838.5,3197.52316,3528.88684
2026-08-25T09:30:00,SA1,82.0839,1709.87,338.45,229.83359,1811.22641
2026-08-25T09:30:00,TAS1,82.06048,1211.98,288.72,1490.00011,10.69989
2026-08-25T09:30:00,VIC1,89,6623.71,-918.15,5120.59472,557.20528
2026-08-25T09:35:00,NSW1,93.16552,8442.28,-604.01,4904.95632,2903.55368
2026-08-25T09:35:00,QLD1,31.46,5829.8,866.96,3192.29267,3468.51733
2026-08-25T09:35:00,SA1,90.1134,1693.73,309.32,282.22319,1714.76681
2026-08-25T09:35:00,TAS1,88.24,1223.28,350.26,1559.21935,14.32065
2026-08-25T09:35:00,VIC1,96.89756,6554.95,-823.03,5224.99772,479.20228
2026-08-25T09:40:00,NSW1,93.12884,8508.26,-626.06,4983.17051,2871.13949
2026-08-25T09:40:00,QLD1,31.46,5878.11,851.45,3186.04814,3509.05186
2026-08-25T09:40:00,SA1,87.34246,1639.96,370.1,279.7241,1721.3559
2026-08-25T09:40:00,TAS1,88.24,1217.6,297.23,1500.21435,14.62565
2026-08-25T09:40:00,VIC1,95.67059,6432.59,-796.51,5136.00022,475.20978
2026-08-25T09:45:00,NSW1,96.59556,8537.55,-733.11,5026.94236,2743.22764
2026-08-25T09:45:00,QLD1,25.79,5765.81,940.09,3182.86922,3480.09078
2026-08-25T09:45:00,SA1,89.93992,1640.12,375.1,178.95547,1827.21453
2026-08-25T09:45:00,TAS1,88.24,1204.07,433.4,1631.74733,5.72267
2026-08-25T09:45:00,VIC1,98.43568,6426.13,-892.31,5074.00279,422.91721
2026-08-25T09:50:00,NSW1,94.34291,8516.92,-669.89,5076.19429,2739.66571
2026-08-25T09:50:00,QLD1,25.79,5735.48,914.25,3177.51799,3433.95201
2026-08-25T09:50:00,SA1,88.48495,1634.49,378.14,170.90708,1832.48292
2026-08-25T09:50:00,TAS1,88.24,1214.27,356.97,1564.254,6.986
2026-08-25T09:50:00,VIC1,96.87142,6376.43,-870.53,5048.99675,426.62325
2026-08-25T09:55:00,NSW1,84.79,8570.18,-729.06,5061.07237,2748.89763
2026-08-25T09:55:00,QLD1,25.79,5717.56,918.13,3170.97506,3426.02494
2026-08-25T09:55:00,SA1,77.97272,1604.18,404.82,200.58994,1797.78006
2026-08-25T09:55:00,TAS1,79.93788,1198.08,256.96,1446.80449,8.23551
2026-08-25T09:55:00,VIC1,86.10799,6240.92,-747.87,4968.99637,501.55363
2026-08-25T10:00:00,NSW1,64.95,8192.54,-560.9,4934.12588,2661.76412
2026-08-25T10:00:00,QLD1,31.46,5646.02,950.62,3171.53358,3383.60642
2026-08-25T10:00:00,SA1,70.64645,1584.3,428.6,258.03745,1742.80255
2026-08-25T10:00:00,TAS1,72.79256,1189.72,262.16,1447.01767,4.86233
2026-08-25T10:00:00,VIC1,78.42,6405.63,-962.84,4905.00461,509.46539
2026-08-25T10:05:00,NSW1,84.79,8325.7,-466.78,5044.63514,2788.16486
2026-08-25T10:05:00,QLD1,25.79,5648.1,797.44,3171.58337,3243.71663
2026-08-25T10:05:00,SA1,78.64451,1550.31,457.32,194.28693,1799.38307
2026-08-25T10:05:00,TAS1,84.29244,1185.89,158.88,1337.52021,7.25979
2026-08-25T10:05:00,VIC1,88.15072,6293.34,-854.15,4838.00295,578.78705
2026-08-25T10:10:00,NSW1,75.55942,8362.9,-527.76,4929.89945,2878.57055
2026-08-25T10:10:00,QLD1,31.69,5655.75,820.34,3172.34283,3271.89717
2026-08-25T10:10:00,SA1,69.57145,1524.15,481.91,199.16095,1791.18905
2026-08-25T10:10:00,TAS1,75.05414,1176.45,158.97,1326.56874,8.85126
2026-08-25T10:10:00,VIC1,78.42,6349.56,-836.39,4737.99921,752.32079
2026-08-25T10:15:00,NSW1,80.00388,8463.43,-695.66,4909.73827,2829.28173
2026-08-25T10:15:00,QLD1,40.1,5679.45,872.25,3172.28207,3343.48793
2026-08-25T10:15:00,SA1,71.76428,1516.91,482.08,207.82651,1775.36349
2026-08-25T10:15:00,TAS1,77.2054,1167.76,169.21,1325.51125,11.45875
2026-08-25T10:15:00,VIC1,80.92,6250.63,-725.76,4707.99692,795.22308
2026-08-25T10:20:00,NSW1,83.99,8470.37,-656.12,4916.41991,2870.57009
2026-08-25T10:20:00,QLD1,31.69,5563.67,839.94,3171.0816,3198.6384
2026-08-25T10:20:00,SA1,75.77549,1530.58,463.85,170.57376,1809.52624
2026-08-25T10:20:00,TAS1,80.76089,1157.74,185.4,1327.89498,15.24502
2026-08-25T10:20:00,VIC1,84.93694,6126.52,-736.42,4658.99903,709.93097
2026-08-25T10:25:00,NSW1,88.78344,8505.56,-606.79,5028.43625,2844.16375
2026-08-25T10:25:00,QLD1,31.69,5673.62,822.16,3172.14147,3291.33853
2026-08-25T10:25:00,SA1,79.9885,1518.41,501.27,167.19502,1835.68498
2026-08-25T10:25:00,TAS1,85.05229,1143.17,201.86,1327.71054,17.32946
2026-08-25T10:25:00,VIC1,90.5,6202.83,-818.36,4715.97824,643.62176
2026-08-25T10:30:00,NSW1,90.45989,8617.15,-702.9,5122.19908,2765.09092
2026-08-25T10:30:00,QLD1,31.69,5612.02,840.77,3171.69158,3247.19842
2026-08-25T10:30:00,SA1,79.23486,1487.39,543.94,257.92811,1753.65189
2026-08-25T10:30:00,TAS1,84.7994,1131.19,215.07,1327.80979,18.46021
2026-08-25T10:30:00,VIC1,90.5,6141.67,-788.48,4658.48079,666.91921
2026-08-25T10:35:00,NSW1,77.25362,8495.15,-654.85,5000.40111,2811.35889
2026-08-25T10:35:00,QLD1,31.69,5684.86,865.77,3171.68591,3343.20409
2026-08-25T10:35:00,SA1,68.27465,1465.35,564.91,248.31771,1760.44229
2026-08-25T10:35:00,TAS1,73.93147,1124.15,194.45,1302.02224,16.57776
2026-08-25T10:35:00,VIC1,78.42,6248.71,-856.1,4614.0038,750.2162
2026-08-25T10:40:00,NSW1,79.65614,8629.32,-825.29,4911.85991,2862.37009
2026-08-25T10:40:00,QLD1,31.69,5583.36,884.17,3171.73949,3258.55051
2026-08-25T10:40:00,SA1,69.01818,1502.51,529.03,245.37131,1767.62869
2026-08-25T10:40:00,TAS1,73.70404,1116.88,200.84,1299.16897,18.54103
2026-08-25T10:40:00,VIC1,78.42,6112,-677.14,4621.0017,787.8383
2026-08-25T10:45:00,NSW1,78.94875,8595.14,-727.36,4889.06177,2952.25823
